,Formula,temperature(K),seebeck_coefficient(μV/K),electrical_conductivity(S/m),thermal_conductivity(W/mK),power_factor(W/mK2),ZT,reference,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
55,Zn0.90Cd0.10Sc0.01O1.01,300.0,-77.0,56145.0,8.44,0.000332884,0.011832359,10.1039/c6ta03126a,Zn0.9 Cd0.1 Sc0.01 O1.01,8.0,48.0,40.0,19.846534653465344,11.846534653465346,8.0,11.0,87.0,76.0,77.76237623762376,9.237623762376238,87.0,15.9994,112.411,96.4116,42.91685798019802,26.917457980198016,15.9994,54.8,1814.0,1759.2,374.41683168316825,319.6168316831683,54.8,3.0,16.0,13.0,13.955445544554454,2.0445544554455446,16.0,2.0,5.0,3.0,3.0495049504950495,1.0495049504950495,2.0,66.0,170.0,104.0,95.32673267326733,29.326732673267326,66.0,1.36,3.44,2.08,2.5455445544554456,0.8944554455445545,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,4.955445544554455,4.994608371728262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,8.955445544554456,3.0144103519262817,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,9.0,9.0,0.04455445544554455,0.08866777766885599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0445544554455446,1.0342123321243015,2.0,9.105,22.235,13.129999999999999,11.847475247524756,2.7424752475247534,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,3.143564356435644e-08,6.256004313302618e-08,0.0,12.0,194.0,182.0,103.0,91.0,12.0
56,Zn0.90Cd0.10Sc0.01O1.01,300.0,-73.6,62187.0,8.17,0.000336864,0.012369565,10.1039/c6ta03126a,Zn0.9 Cd0.1 Sc0.01 O1.01,8.0,48.0,40.0,19.846534653465344,11.846534653465346,8.0,11.0,87.0,76.0,77.76237623762376,9.237623762376238,87.0,15.9994,112.411,96.4116,42.91685798019802,26.917457980198016,15.9994,54.8,1814.0,1759.2,374.41683168316825,319.6168316831683,54.8,3.0,16.0,13.0,13.955445544554454,2.0445544554455446,16.0,2.0,5.0,3.0,3.0495049504950495,1.0495049504950495,2.0,66.0,170.0,104.0,95.32673267326733,29.326732673267326,66.0,1.36,3.44,2.08,2.5455445544554456,0.8944554455445545,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,4.955445544554455,4.994608371728262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,8.955445544554456,3.0144103519262817,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,9.0,9.0,0.04455445544554455,0.08866777766885599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0445544554455446,1.0342123321243015,2.0,9.105,22.235,13.129999999999999,11.847475247524756,2.7424752475247534,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,3.143564356435644e-08,6.256004313302618e-08,0.0,12.0,194.0,182.0,103.0,91.0,12.0
57,Zn0.90Cd0.10Sc0.02O1.03,300.0,-70.6,59430.0,7.83,0.000296221,0.011349445,10.1039/c6ta03126a,Zn0.9 Cd0.1 Sc0.02 O1.03,8.0,48.0,40.0,19.73658536585366,11.793837001784652,8.0,11.0,87.0,76.0,77.52682926829269,9.519381320642477,87.0,15.9994,112.411,96.4116,42.6641952390244,26.794867410922073,15.9994,54.8,1814.0,1759.2,378.3209756097561,325.0991267102915,54.8,3.0,16.0,13.0,13.921951219512195,2.0881856038072577,16.0,2.0,5.0,3.0,3.0439024390243907,1.0489946460440216,2.0,66.0,170.0,104.0,95.4048780487805,29.548316478286736,66.0,1.36,3.44,2.08,2.5484878048780493,0.8958610350981561,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0097560975609756,1.9999524092801906,4.0,0.0,10.0,10.0,4.88780487804878,4.987507436049971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,8.897560975609759,3.026769779892921,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0048780487804878,0.9999762046400953,2.0,0.0,9.0,9.0,0.0878048780487805,0.17389649018441408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0926829268292686,1.0660321237358716,2.0,9.105,22.235,13.129999999999999,11.871390243902441,2.779884830458061,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,6.195121951219513e-08,1.2269363474122548e-07,0.0,12.0,194.0,182.0,102.55609756097563,90.99783462224867,12.0
58,Zn0.90Cd0.10Sc0.03O1.04,300.0,-76.3,55100.0,7.91,0.000320775,0.012165934,10.1039/c6ta03126a,Zn0.9 Cd0.1 Sc0.03 O1.04,8.0,48.0,40.0,19.68599033816425,11.742444397768908,8.0,11.0,87.0,76.0,77.25120772946859,9.795887885364884,87.0,15.9994,112.411,96.4116,42.54645089855072,26.675297521249032,15.9994,54.8,1814.0,1759.2,383.69371980676317,330.4825783565543,54.8,3.0,16.0,13.0,13.879227053140095,2.131018226796424,16.0,2.0,5.0,3.0,3.0434782608695645,1.0485192186515437,2.0,66.0,170.0,104.0,95.62318840579708,29.766295596163264,66.0,1.36,3.44,2.08,2.547053140096618,0.8972606128497747,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.009661835748792,1.9999533244649812,4.0,0.0,10.0,10.0,4.845410628019323,4.98027958645476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,8.855072463768114,3.038577329692641,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.004830917874396,0.9999766622324906,2.0,0.0,9.0,9.0,0.13043478260869565,0.25708884688090733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.1352657004830917,1.0968750729305232,2.0,9.105,22.235,13.129999999999999,11.908091787439615,2.8166332936591285,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,9.202898550724636e-08,1.813904641881957e-07,0.0,12.0,194.0,182.0,102.56038647342993,90.99787626315664,12.0
59,Zn0.90Cd0.10Sc0.04O1.06,300.0,-84.3,46667.0,8.0,0.000331639,0.012436446,10.1039/c6ta03126a,Zn0.9 Cd0.1 Sc0.04 O1.06,8.0,48.0,40.0,19.580952380952382,11.69124716553288,8.0,11.0,87.0,76.0,77.02857142857142,10.06639455782313,87.0,15.9994,112.411,96.4116,42.30509546666667,26.556225899682538,15.9994,54.8,1814.0,1759.2,387.3723809523809,335.73973696145123,54.8,3.0,16.0,13.0,13.847619047619046,2.1728798185941045,16.0,2.0,5.0,3.0,3.038095238095238,1.0479818594104309,2.0,66.0,170.0,104.0,95.6952380952381,29.978049886621317,66.0,1.36,3.44,2.08,2.5499047619047617,0.8985723356009071,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.019047619047619,1.9998185941043083,4.0,0.0,10.0,10.0,4.78095238095238,4.970521541950113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,8.8,3.0476190476190474,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0095238095238095,0.9999092970521541,2.0,0.0,9.0,9.0,0.1714285714285714,0.3363265306122449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.180952380952381,1.124716553287982,2.0,9.105,22.235,13.129999999999999,11.93057142857143,2.8524816326530615,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,1.2095238095238096e-07,2.37297052154195e-07,0.0,12.0,194.0,182.0,102.13333333333333,90.99174603174603,12.0
60,Zn1.00Sc0.02O1.03,300.0,-165.0,2800.0,52.167,7.62e-05,0.000438381,10.1039/c6ta03126a,Zn1 Sc0.02 O1.03,8.0,30.0,22.0,18.858536585365858,10.911505056513983,8.0,11.0,87.0,76.0,77.47804878048781,9.568399762046402,87.0,15.9994,65.38,49.380599999999994,40.370000117073175,24.489481093254014,15.9994,54.8,1814.0,1759.2,383.1239024390244,329.925482450922,54.8,3.0,16.0,13.0,13.921951219512195,2.0881856038072577,16.0,2.0,4.0,2.0,2.9951219512195126,0.9999762046400953,2.0,66.0,170.0,104.0,94.33170731707318,28.46991076740036,66.0,1.36,3.44,2.08,2.5465365853658537,0.8978217727543131,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0097560975609756,1.9999524092801906,4.0,0.0,10.0,10.0,4.88780487804878,4.98750743604997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,8.897560975609759,3.026769779892921,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0048780487804878,0.9999762046400953,2.0,0.0,9.0,9.0,0.0878048780487805,0.17389649018441408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0926829268292686,1.0660321237358716,2.0,9.105,22.235,13.129999999999999,11.601390243902442,2.5085677572873295,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,6.195121951219513e-08,1.2269363474122548e-07,0.0,12.0,194.0,182.0,102.55609756097563,90.99783462224867,12.0
61,Sn0.80Ge0.20Mn0.18Te1.00,300.0,60.3,169300.0,2.134,0.00061559,0.0855,10.1039/c7cp04931e,Sn0.8 Ge0.2 Mn0.18 Te1,25.0,52.0,27.0,47.20183486238533,6.455685548354509,52.0,52.0,90.0,38.0,82.18348623853213,7.171113542631095,90.0,54.938045,127.6,72.66195499999999,113.29580188073398,17.09684093089805,127.6,505.08,1519.0,1013.9200000000001,753.4055045871561,210.46413601548707,722.66,7.0,16.0,9.0,14.339449541284406,1.5234407878124738,16.0,4.0,5.0,1.0,4.825688073394496,0.287854557697163,5.0,120.0,139.0,19.0,136.79816513761472,3.0822321353421125,138.0,1.55,2.1,0.55,1.9949541284403673,0.09913306960693544,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.7522935779816518,1.144684790842522,4.0,5.0,10.0,5.0,9.587155963302752,0.7575119939399041,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,9.0,14.339449541284406,1.5234407878124738,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.7522935779816518,1.144684790842522,2.0,0.0,5.0,5.0,0.41284403669724773,0.7575119939399041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.1651376146789,1.0689335914485314,2.0,10.4875862069,34.7633333333,24.2757471264,31.137660023184406,4.9023351298789635,34.7633333333,0.0,0.464,0.464,0.2479816513761468,0.2229559801363522,0.464,0.0,0.000310120689655,0.000310120689655,2.5606295476100918e-05,4.6984028396515455e-05,0.0,141.0,225.0,84.0,160.02752293577984,21.329854389361188,152.0
62,Bi1.20Sb0.80Se2.76Cl0.24,300.0,-89.0,39724.0,0.72,0.000314654,0.131105752,10.1039/d0ra04065g,Bi1.2 Sb0.8 Se2.76 Cl0.24,17.0,83.0,66.0,47.664,18.028799999999997,34.0,85.0,94.0,9.0,87.88,1.824000000000001,89.0,35.453,208.9804,173.5274,114.92456,47.334144,78.96,171.6,903.78,732.18,556.1856,111.23020800000002,494.0,15.0,17.0,2.0,15.648,0.5184,16.0,3.0,6.0,3.0,4.592,0.8064,4.0,102.0,148.0,46.0,128.89600000000002,12.403200000000002,120.0,2.02,3.16,1.1400000000000001,2.37208,0.272064,2.55,2.0,2.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,3.6479999999999997,0.5184,4.0,0.0,10.0,10.0,9.52,0.9139200000000003,10.0,0.0,14.0,14.0,3.3600000000000003,5.107200000000001,0.0,7.0,29.0,22.0,18.528,5.026559999999999,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.352,0.5184,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.352,0.5184,2.0,24.4975,32.95,8.452500000000004,28.44132,3.162144,25.92,0.0,2.493,2.493,0.560712,0.4485696,0.799,0.0,0.0,0.0,0.0,0.0,0.0,12.0,166.0,154.0,40.24000000000001,42.52416000000001,14.0
63,Bi1.20Sb0.80Se2.82Cl0.18,300.0,-92.0,36263.0,0.83,0.00030693,0.110938566,10.1039/d0ra04065g,Bi1.2 Sb0.8 Se2.82 Cl0.18,17.0,83.0,66.0,47.868,17.8656,34.0,85.0,94.0,9.0,87.82,1.7760000000000011,89.0,35.453,208.9804,173.5274,115.44664399999999,46.916476800000005,78.96,171.6,903.78,732.18,560.0544,109.992192,494.0,15.0,17.0,2.0,15.636000000000001,0.5087999999999998,16.0,3.0,6.0,3.0,4.603999999999999,0.7967999999999998,4.0,102.0,148.0,46.0,129.11200000000002,12.230400000000005,120.0,2.02,3.16,1.1400000000000001,2.3647599999999995,0.266208,2.55,2.0,2.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,3.636,0.5087999999999999,4.0,0.0,10.0,10.0,9.64,0.6940799999999994,10.0,0.0,14.0,14.0,3.3600000000000003,5.107200000000001,0.0,7.0,29.0,22.0,18.636,4.97472,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.364,0.5087999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.364,0.5087999999999999,2.0,24.4975,32.95,8.452500000000004,28.45839,3.1484879999999995,25.92,0.0,2.493,2.493,0.540384,0.4323072,0.799,0.0,0.0,0.0,0.0,0.0,0.0,12.0,166.0,154.0,39.64,42.18912,14.0
64,Bi1.20Sb0.80Se2.88Cl0.12,300.0,-97.0,29670.0,0.82,0.000279165,0.102133548,10.1039/d0ra04065g,Bi1.2 Sb0.8 Se2.88 Cl0.12,17.0,83.0,66.0,48.071999999999996,17.702399999999997,34.0,85.0,94.0,9.0,87.75999999999999,1.7280000000000015,89.0,35.453,208.9804,173.5274,115.96872799999998,46.4988096,78.96,171.6,903.78,732.18,563.9232000000001,108.75417600000006,494.0,15.0,17.0,2.0,15.624,0.4991999999999999,16.0,3.0,6.0,3.0,4.616,0.7871999999999999,4.0,102.0,148.0,46.0,129.328,12.057599999999999,120.0,2.02,3.16,1.1400000000000001,2.3574399999999995,0.26035200000000003,2.55,2.0,2.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,3.624,0.4991999999999999,4.0,0.0,10.0,10.0,9.76,0.4684800000000003,10.0,0.0,14.0,14.0,3.3600000000000003,5.107200000000001,0.0,7.0,29.0,22.0,18.744,4.92288,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.376,0.4991999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.376,0.4991999999999999,2.0,24.4975,32.95,8.452500000000004,28.475459999999998,3.134831999999999,25.92,0.0,2.493,2.493,0.5200560000000001,0.4160448,0.799,0.0,0.0,0.0,0.0,0.0,0.0,12.0,166.0,154.0,39.040000000000006,41.82528000000001,14.0
65,Bi1.00Sb1.00Se2.76Cl0.24,300.0,-132.0,13260.0,0.58,0.000231042,0.119504607,10.1039/d0ra04065g,Bi1 Sb1 Se2.76 Cl0.24,17.0,83.0,66.0,46.384,16.4928,34.0,85.0,94.0,9.0,87.84,1.8719999999999992,89.0,35.453,208.9804,173.5274,111.435744,43.147564800000005,78.96,171.6,903.78,732.18,570.5608,133.28767999999997,494.0,15.0,17.0,2.0,15.648,0.5184,16.0,3.0,6.0,3.0,4.552,0.7583999999999999,4.0,102.0,148.0,46.0,128.536,11.9712,120.0,2.02,3.16,1.1400000000000001,2.3732800000000003,0.27062399999999986,2.55,2.0,2.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,3.6479999999999997,0.5184,4.0,0.0,10.0,10.0,9.52,0.9139200000000003,10.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,7.0,29.0,22.0,17.968,4.4128,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.352,0.5184,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.352,0.5184,2.0,24.4975,32.95,8.452500000000004,28.38572,3.0954239999999986,25.92,0.0,2.493,2.493,0.560712,0.4485696,0.799,0.0,0.0,0.0,0.0,0.0,0.0,12.0,166.0,154.0,46.4,49.529599999999995,14.0
66,Bi1.00Sb1.00Se2.82Cl0.18,300.0,-125.0,18010.0,0.62,0.000281406,0.136164315,10.1039/d0ra04065g,Bi1 Sb1 Se2.82 Cl0.18,17.0,83.0,66.0,46.588,16.3296,34.0,85.0,94.0,9.0,87.78,1.8239999999999998,89.0,35.453,208.9804,173.5274,111.95782799999999,42.7298976,78.96,171.6,903.78,732.18,574.4295999999999,131.74015999999995,494.0,15.0,17.0,2.0,15.636000000000001,0.5087999999999998,16.0,3.0,6.0,3.0,4.564,0.7488,4.0,102.0,148.0,46.0,128.752,11.7984,120.0,2.02,3.16,1.1400000000000001,2.36596,0.264768,2.55,2.0,2.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,3.636,0.5087999999999999,4.0,0.0,10.0,10.0,9.64,0.6940799999999994,10.0,0.0,14.0,14.0,2.8,4.48,0.0,7.0,29.0,22.0,18.076,4.3696,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.364,0.5087999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.364,0.5087999999999999,2.0,24.4975,32.95,8.452500000000004,28.40279,3.0817679999999994,25.92,0.0,2.493,2.493,0.540384,0.4323072,0.799,0.0,0.0,0.0,0.0,0.0,0.0,12.0,166.0,154.0,45.8,49.3904,14.0
67,Bi1.00Sb1.00Se2.88Cl0.12,300.0,-165.0,7735.0,0.56,0.000210585,0.112813594,10.1039/d0ra04065g,Bi1 Sb1 Se2.88 Cl0.12,17.0,83.0,66.0,46.792,16.1664,34.0,85.0,94.0,9.0,87.72,1.7760000000000002,89.0,35.453,208.9804,173.5274,112.47991199999998,42.3122304,78.96,171.6,903.78,732.18,578.2983999999999,130.19263999999993,494.0,15.0,17.0,2.0,15.624,0.4991999999999999,16.0,3.0,6.0,3.0,4.576,0.7392,4.0,102.0,148.0,46.0,128.968,11.625599999999997,120.0,2.02,3.16,1.1400000000000001,2.35864,0.258912,2.55,2.0,2.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,3.624,0.4991999999999999,4.0,0.0,10.0,10.0,9.76,0.4684800000000003,10.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,7.0,29.0,22.0,18.184,4.3264000000000005,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.376,0.4991999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.376,0.4991999999999999,2.0,24.4975,32.95,8.452500000000004,28.41986,3.0681119999999993,25.92,0.0,2.493,2.493,0.5200560000000001,0.4160448,0.799,0.0,0.0,0.0,0.0,0.0,0.0,12.0,166.0,154.0,45.2,49.2224,14.0
68,Ba1.00Cu3.96S3.00,300.0,55.0,26856.0,0.6848,8.12e-05,0.03558969,10.1063/1.5099291,Ba1 Cu3.96 S3,16.0,56.0,40.0,27.49246231155779,8.662660033837529,29.0,9.0,88.0,79.0,66.1356783919598,16.480644428171004,64.0,32.065,137.327,105.262,60.950271356783915,21.772817605616023,63.546,388.36,1357.77,969.41,947.4684924623115,421.43856215752123,1357.77,2.0,16.0,14.0,11.753768844221106,3.2006767505871068,11.0,3.0,6.0,3.0,3.8743718592964824,0.6590742658013686,4.0,105.0,215.0,110.0,132.25125628140705,20.791141637837438,132.0,0.89,2.58,1.69,2.029396984924623,0.41502739829802276,1.9,1.0,2.0,1.0,1.5025125628140705,0.49998737405621063,1.0,0.0,4.0,4.0,1.5075376884422111,1.8787404358475797,0.0,0.0,10.0,10.0,4.974874371859297,4.999873740562108,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,7.984924623115578,2.9999242443372642,11.0,0.0,1.0,1.0,0.49748743718592964,0.49998737405621063,1.0,0.0,2.0,2.0,0.7537688442211056,0.9393702179237898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2512562814070354,0.5643796873816318,1.0,11.07,63.59,52.52,23.214550879396985,12.083522985530669,11.07,0.0,2.202,2.202,0.8298994974874372,1.0342466099340926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,167.0854271356784,73.17997020277265,225.0
69,Ba1.00Cu4.00S3.00,300.0,65.4,15464.0,0.7,6.61e-05,0.028346572,10.1063/1.5099291,Ba1 Cu4 S3,16.0,56.0,40.0,27.5,8.625,29.0,9.0,88.0,79.0,66.125,16.40625,64.0,32.065,137.327,105.262,60.963249999999995,21.673687500000003,63.546,388.36,1357.77,969.41,949.52,420.87,1357.77,2.0,16.0,14.0,11.75,3.1875,11.0,3.0,6.0,3.0,3.875,0.65625,4.0,105.0,215.0,110.0,132.25,20.6875,132.0,0.89,2.58,1.69,2.02875,0.41343750000000007,1.9,1.0,2.0,1.0,1.5,0.5,1.0,0.0,4.0,4.0,1.5,1.875,0.0,0.0,10.0,10.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,8.0,3.0,11.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,2.0,0.75,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.25,0.5625,1.0,11.07,63.59,52.52,23.153828125,12.083828125,11.07,0.0,2.202,2.202,0.82575,1.0321875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,167.375,73.03125,225.0
70,Ti1.00S2.00,300.0,-251.0,58824.0,67.8,0.003705971,0.016398101,10.1103/PhysRevB.64.241104,Ti1 S2,16.0,22.0,6.0,18.0,2.6666666666666665,16.0,43.0,88.0,45.0,73.0,20.0,88.0,32.065,47.867,15.802,37.33233333333333,7.023111111111111,32.065,388.36,1941.0,1552.6399999999999,905.9066666666668,690.0622222222222,388.36,4.0,16.0,12.0,12.0,5.333333333333333,16.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,105.0,160.0,55.0,123.33333333333333,24.444444444444443,105.0,1.54,2.58,1.04,2.2333333333333334,0.46222222222222226,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.333333333333333,0.888888888888889,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,8.0,8.0,2.6666666666666665,3.555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.0,2.6666666666666665,2.0,16.69,25.786875,9.096874999999997,22.754583333333333,4.043055555555554,25.786875,0.0,2.202,2.202,1.468,0.9786666666666667,2.202,0.0,2.25333333333e-05,2.25333333333e-05,7.5111111111e-06,1.00148148148e-05,0.0,70.0,194.0,124.0,111.33333333333333,55.11111111111111,70.0
